next-deadline,ID,site1,autoID2,site2,site3,autoID3,site4,autoID4,site5,autoID5,Submittal Frequency,tasks,Worksheets,Performanc Frequency,Responsible Party1,Responsible Party2,Count of autoID1
"Thursday, November 30, 2017",806,5900 westpark,1806,ne-service-center,se-service-center,1806,nw-service-center,1806,sw-service-center,1806,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, December 01, 2017",61,5900 westpark,1061,ne-service-center,se-service-center,1061,nw-service-center,1061,sw-service-center,1061,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 01, 2017",448,5900 westpark,1448,ne-service-center,se-service-center,1448,nw-service-center,1448,sw-service-center,1448,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 08, 2017",62,5900 westpark,1062,ne-service-center,se-service-center,1062,nw-service-center,1062,sw-service-center,1062,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 08, 2017",449,5900 westpark,1449,ne-service-center,se-service-center,1449,nw-service-center,1449,sw-service-center,1449,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 15, 2017",63,5900 westpark,1063,ne-service-center,se-service-center,1063,nw-service-center,1063,sw-service-center,1063,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 15, 2017",450,5900 westpark,1450,ne-service-center,se-service-center,1450,nw-service-center,1450,sw-service-center,1450,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 22, 2017",64,5900 westpark,1064,ne-service-center,se-service-center,1064,nw-service-center,1064,sw-service-center,1064,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 22, 2017",451,5900 westpark,1451,ne-service-center,se-service-center,1451,nw-service-center,1451,sw-service-center,1451,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, December 25, 2017",770,5900 westpark,1770,ne-service-center,se-service-center,1770,nw-service-center,1770,sw-service-center,1770,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, December 25, 2017",901,5900 westpark,1901,ne-service-center,se-service-center,1901,nw-service-center,1901,sw-service-center,1901,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Tuesday, December 26, 2017",932,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Friday, December 29, 2017",65,5900 westpark,1065,ne-service-center,se-service-center,1065,nw-service-center,1065,sw-service-center,1065,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 29, 2017",369,5900 westpark,1369,ne-service-center,se-service-center,1369,nw-service-center,1369,sw-service-center,1369,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, December 29, 2017",452,5900 westpark,1452,ne-service-center,se-service-center,1452,nw-service-center,1452,sw-service-center,1452,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, December 30, 2017",807,5900 westpark,1807,ne-service-center,se-service-center,1807,nw-service-center,1807,sw-service-center,1807,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, January 05, 2018",66,5900 westpark,1066,ne-service-center,se-service-center,1066,nw-service-center,1066,sw-service-center,1066,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 05, 2018",453,5900 westpark,1453,ne-service-center,se-service-center,1453,nw-service-center,1453,sw-service-center,1453,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 12, 2018",67,5900 westpark,1067,ne-service-center,se-service-center,1067,nw-service-center,1067,sw-service-center,1067,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 12, 2018",454,5900 westpark,1454,ne-service-center,se-service-center,1454,nw-service-center,1454,sw-service-center,1454,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 19, 2018",68,5900 westpark,1068,ne-service-center,se-service-center,1068,nw-service-center,1068,sw-service-center,1068,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 19, 2018",455,5900 westpark,1455,ne-service-center,se-service-center,1455,nw-service-center,1455,sw-service-center,1455,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 26, 2018",69,5900 westpark,1069,ne-service-center,se-service-center,1069,nw-service-center,1069,sw-service-center,1069,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 26, 2018",456,5900 westpark,1456,ne-service-center,se-service-center,1456,nw-service-center,1456,sw-service-center,1456,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, January 29, 2018",808,5900 westpark,1808,ne-service-center,se-service-center,1808,nw-service-center,1808,sw-service-center,1808,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, February 02, 2018",70,5900 westpark,1070,ne-service-center,se-service-center,1070,nw-service-center,1070,sw-service-center,1070,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 02, 2018",457,5900 westpark,1457,ne-service-center,se-service-center,1457,nw-service-center,1457,sw-service-center,1457,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 09, 2018",71,5900 westpark,1071,ne-service-center,se-service-center,1071,nw-service-center,1071,sw-service-center,1071,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 09, 2018",458,5900 westpark,1458,ne-service-center,se-service-center,1458,nw-service-center,1458,sw-service-center,1458,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 16, 2018",72,5900 westpark,1072,ne-service-center,se-service-center,1072,nw-service-center,1072,sw-service-center,1072,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 16, 2018",459,5900 westpark,1459,ne-service-center,se-service-center,1459,nw-service-center,1459,sw-service-center,1459,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 23, 2018",73,5900 westpark,1073,ne-service-center,se-service-center,1073,nw-service-center,1073,sw-service-center,1073,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 23, 2018",460,5900 westpark,1460,ne-service-center,se-service-center,1460,nw-service-center,1460,sw-service-center,1460,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, February 26, 2018",809,5900 westpark,1809,ne-service-center,se-service-center,1809,nw-service-center,1809,sw-service-center,1809,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, March 02, 2018",74,5900 westpark,1074,ne-service-center,se-service-center,1074,nw-service-center,1074,sw-service-center,1074,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 02, 2018",461,5900 westpark,1461,ne-service-center,se-service-center,1461,nw-service-center,1461,sw-service-center,1461,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 09, 2018",75,5900 westpark,1075,ne-service-center,se-service-center,1075,nw-service-center,1075,sw-service-center,1075,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 09, 2018",462,5900 westpark,1462,ne-service-center,se-service-center,1462,nw-service-center,1462,sw-service-center,1462,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 16, 2018",76,5900 westpark,1076,ne-service-center,se-service-center,1076,nw-service-center,1076,sw-service-center,1076,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 16, 2018",463,5900 westpark,1463,ne-service-center,se-service-center,1463,nw-service-center,1463,sw-service-center,1463,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 23, 2018",77,5900 westpark,1077,ne-service-center,se-service-center,1077,nw-service-center,1077,sw-service-center,1077,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 23, 2018",464,5900 westpark,1464,ne-service-center,se-service-center,1464,nw-service-center,1464,sw-service-center,1464,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, March 25, 2018",902,5900 westpark,1902,ne-service-center,se-service-center,1902,nw-service-center,1902,sw-service-center,1902,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Monday, March 26, 2018",771,5900 westpark,1771,ne-service-center,se-service-center,1771,nw-service-center,1771,sw-service-center,1771,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Wednesday, March 28, 2018",810,5900 westpark,1810,ne-service-center,se-service-center,1810,nw-service-center,1810,sw-service-center,1810,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, March 30, 2018",78,5900 westpark,1078,ne-service-center,se-service-center,1078,nw-service-center,1078,sw-service-center,1078,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 30, 2018",370,5900 westpark,1370,ne-service-center,se-service-center,1370,nw-service-center,1370,sw-service-center,1370,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, March 30, 2018",465,5900 westpark,1465,ne-service-center,se-service-center,1465,nw-service-center,1465,sw-service-center,1465,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 06, 2018",79,5900 westpark,1079,ne-service-center,se-service-center,1079,nw-service-center,1079,sw-service-center,1079,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 06, 2018",466,5900 westpark,1466,ne-service-center,se-service-center,1466,nw-service-center,1466,sw-service-center,1466,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 13, 2018",80,5900 westpark,1080,ne-service-center,se-service-center,1080,nw-service-center,1080,sw-service-center,1080,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 13, 2018",467,5900 westpark,1467,ne-service-center,se-service-center,1467,nw-service-center,1467,sw-service-center,1467,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 20, 2018",81,5900 westpark,1081,ne-service-center,se-service-center,1081,nw-service-center,1081,sw-service-center,1081,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 20, 2018",468,5900 westpark,1468,ne-service-center,se-service-center,1468,nw-service-center,1468,sw-service-center,1468,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 27, 2018",82,5900 westpark,1082,ne-service-center,se-service-center,1082,nw-service-center,1082,sw-service-center,1082,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 27, 2018",469,5900 westpark,1469,ne-service-center,se-service-center,1469,nw-service-center,1469,sw-service-center,1469,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Sunday, April 29, 2018",811,5900 westpark,1811,ne-service-center,se-service-center,1811,nw-service-center,1811,sw-service-center,1811,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, May 04, 2018",83,5900 westpark,1083,ne-service-center,se-service-center,1083,nw-service-center,1083,sw-service-center,1083,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 04, 2018",470,5900 westpark,1470,ne-service-center,se-service-center,1470,nw-service-center,1470,sw-service-center,1470,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 11, 2018",84,5900 westpark,1084,ne-service-center,se-service-center,1084,nw-service-center,1084,sw-service-center,1084,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 11, 2018",471,5900 westpark,1471,ne-service-center,se-service-center,1471,nw-service-center,1471,sw-service-center,1471,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 18, 2018",85,5900 westpark,1085,ne-service-center,se-service-center,1085,nw-service-center,1085,sw-service-center,1085,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 18, 2018",472,5900 westpark,1472,ne-service-center,se-service-center,1472,nw-service-center,1472,sw-service-center,1472,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 25, 2018",86,5900 westpark,1086,ne-service-center,se-service-center,1086,nw-service-center,1086,sw-service-center,1086,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 25, 2018",473,5900 westpark,1473,ne-service-center,se-service-center,1473,nw-service-center,1473,sw-service-center,1473,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Wednesday, May 30, 2018",812,5900 westpark,1812,ne-service-center,se-service-center,1812,nw-service-center,1812,sw-service-center,1812,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, June 01, 2018",87,5900 westpark,1087,ne-service-center,se-service-center,1087,nw-service-center,1087,sw-service-center,1087,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 01, 2018",474,5900 westpark,1474,ne-service-center,se-service-center,1474,nw-service-center,1474,sw-service-center,1474,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 08, 2018",88,5900 westpark,1088,ne-service-center,se-service-center,1088,nw-service-center,1088,sw-service-center,1088,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 08, 2018",475,5900 westpark,1475,ne-service-center,se-service-center,1475,nw-service-center,1475,sw-service-center,1475,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 15, 2018",89,5900 westpark,1089,ne-service-center,se-service-center,1089,nw-service-center,1089,sw-service-center,1089,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 15, 2018",476,5900 westpark,1476,ne-service-center,se-service-center,1476,nw-service-center,1476,sw-service-center,1476,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 22, 2018",90,5900 westpark,1090,ne-service-center,se-service-center,1090,nw-service-center,1090,sw-service-center,1090,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 22, 2018",477,5900 westpark,1477,ne-service-center,se-service-center,1477,nw-service-center,1477,sw-service-center,1477,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, June 23, 2018",903,5900 westpark,1903,ne-service-center,se-service-center,1903,nw-service-center,1903,sw-service-center,1903,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Wednesday, June 27, 2018",772,5900 westpark,1772,ne-service-center,se-service-center,1772,nw-service-center,1772,sw-service-center,1772,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Friday, June 29, 2018",91,5900 westpark,1091,ne-service-center,se-service-center,1091,nw-service-center,1091,sw-service-center,1091,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
